texto,rotulo
"comprei um computador novo somente para esta finalidade, estou iniciando o curso de piloto e usaria o simulador como uma forma de ""focar"" e se familiarizar com alguns comandos. porém não tem como instalar o simulador, durante a instalação das 8 mídias, ocorrem diversos erros, que foram relatados ao desenvolvedor do software, que enviou outra mídia 01, porém também apresentando erros, no momento estou desde dezembro aguardando a solução do problema. comprei o produto a quase um mês e não consegui nem ao menos testar, imagina o tamanho da ""satisfação"". não recomendo, procure o x-plane 11 ou concorrente.",1
"não tem dado problema. assistência técnica, já tem na cidade. o que é muito importante.",5
"estou decepcionada com a americanas e com a transportadora directlog. a previsão de chegada era até dia 29/12, e hoje ainda não recebi. a última atualização do rastreamento foi no dia 21/12 informando que o produto está a caminho do meu endereço. entendo que em dezembro são muitas vendas, mas é aí que vocês tem que valorizar os clientes e respeitar o prazo informado. sempre fui cliente de vocês, mas agora é a última vez que compro. desde já informo que não quero mais a compra.",1
"livro entregue rapidamente, material escolar em muito bom preço e espero poder comprar outros livros com bons preços na americanas,com",5
"gostaria que tivesse a informação se as imagens é preto e branco ou colorido, pois comprei e quando foi instalado vimos que é preto e branco.se soubesse não teria comprado.",2
a máquina é bastante prática e faz um pão saboroso.,3
não tenho como avaliar o produto pois não recebi! houve um problema na entrega e o fornecedor cancelou a entrega,2
"produto otimo...tam do copo exelente... a a peneira do filtro é otima, só q o encaixe deixou a desejar....inclusive o meu soltou qdo eu estava fazendo um suco de acerolas, e quebrou, ficando inutilizavel, infelizmente...",4
excelente produto atendeu plenamente minha necessidade. eu recomendo!,5
"o produto é bom, porem não tive uma boa impressão de cara, pois não vem com nenhum folheto explicativo. também não gostei de saber em cima da hora que teria que busca-lo nos correios, pois paguei para ser entregue em minha residência. recebi na data marca pela distribuidora.",3
boa relação de custo x benefício. produto de boa qualidade!,4
"headphone muito bom! design diferente, cores lindas, bluetooth é ótimo. muito bom o custo benefício.",4
uma loja que não honra com seus compromissos porem comprei esse radio dia 28/11/17 porem foi marcado a entrega p 15 de dezembro não cumprindo e logo marcando p dia 27 de dezembro que também não entregou e hj e dia 4 de janeiro e ate o momento não houve a entrega e nenhuma explicação e ainda mandaram um link p avaliar um produto que não chegou .,3
"ela realmente funciona, e faz o que realmente as propagandas mostram. diferente de outras por aí...",5
"produto muito bom, fácil limpeza, fácil utilização. livro de receitas deixa a desejar, porém na internet existem vários vídeos de dicas e receitas.",4
"superou minhas expectativas, o som e muito alto e a caixa é muito fácil de transportar !!!!!",5
"não tenho como avaliar, pois não recebi o produto, to esperando desde o dia 28",1
o produto é simples porem cumpre muito bem o que promete.,3
"instalação rápida e fácil, ventila muito bem no meu quarto 6m³, muito silencioso. a luz tbm funciona no interruptor (que não é incluso) e o controle funciona com uma bateria a23 (não incluso e único ponto mais complicado, poderia ser pilha convencional) - controle não possui uma qualidade muito boa, material fraco.",4
"ótimo produto, com certeza irei adquirir outros, custo benefício excelente, recomento a todos.",5
"ótimo produto, cor, modelo, praticidade, compacto, ideal para ambientes menores, nota 10.",4
"eu poderia ter encerrado essa opinião utilizando as últimas cinco frases deste texto, mas como o texto ficou muito curto, precisei retornar ao início, para dar uma incrementada no texto. quanto ao produto adquirido, ele é de fácil montagem, bom tamanho, recomendo!",5
"muito dura, desconfortável para o bebe, só não devolvi porque fomos viajar e perdi o prazo, não recomendo.",1
"como vocês pedem para avaliar algo que não me entregaram, que só de meu dor de cabeça e tive que comprar em outro lugar",1
"produto leve e bem pequeno, bom pra viagem, seca bem o cabelo, porém é muito barulhento comparado com outro q tinha. mas é um bom custo benefício, principalmente por poder mudar a voltagem.",3
"comprei um tapete (o da tela). pela foto, imaginei ser de tamanho, pelo menos 2,00x 1,00. recebi no tamanho 0,60 x 1,20. que faço, dou de brinde pro procon? comprei um móvel : canto alemão. já chegou a uns 10 dias. confirmei a entrega, e perguntei se viriam montar. vêem???? até agora, nenhuma resposta (ciamob)",1
"ótimo o produto, eu recomendo gostei muito do produto",5
"pedi, paguei, venceu o prazo da entrega e ainda não recebi o produto. na hora da compra informaram 9 dias úteis, quando finalizei já passou para 10 dias úteis. passou o prazo e só a nota foi emitida, nem foi para transporte ainda. vou devolver !!!!!",1
"galera, só pra ficar avisado, essa máquina é realmente boa, no entanto somente pra quem quer passar a zero. tenho ela faz uns quase 3 anos, uso frequentemente pra raspar a cabeça e me serve muito bem. no entanto, usar o pente dela é bem chato. acumula muito cabelo e não corta uniformemente. muito mal projetado. ou seja, só compre se não for precisar usar o pente.",5
o aparelho me surpreende a cada dia e a entrega também foi antes do prazo!,5
"protudo muito bom, bem pratico de utilizar ao ligar o volume do processamento e baixo que é muito bom teclas de funções muito praticas e uteis no dia a dia. recomendo.",4
"e muito lindo estou esperando ele chegar, mas e de otima qualidade, vem bem embalado gosto muito de comprar nas americanas recomendo.",4
"comprei o box da série que gosto muito, porém ao tentar assistir o primero de dvd não funciona e o terceiro trava a todo tempo, não consegui completar os 11 primeiros capitulos até o momento pois tenho que parar toda hora a execução, fora que o dvd um não pega e a série fica toda sem sentido pra quem nunca viu, como minha esposa por exemplo.",2
"produto excelente, material otimo e coube certinho o microondas de 30 litros. recomendo!",5
bom produto por um preço recomendo a loja. o resto é para encher linguiça.,3
"o acabamento, como a pintura podia ser melhor..mas tá bom...as informações no manual não foram muito boas.",4
"ótimo produto, acho que o principal ponto forte é a bateria, eu consigo ficar com bateria um dia inteiro, mesmo com os dados móveis ligados.",4
"meus filhos amaram as cuecas boxer sem costura ocean weare super recomendo! tecido super macio, cores bonitas!",5
estou satisfeita pela qualidade do produto e entrega realizada antes do prazo.,4
"gostei muito do produto, e presente agradou muito à quem recebeu.",4
"pesada, toda a sujeira fica presa no tecido do rodo, tendo que remover com a mão. quanto a alavanca para escorrer a água, é necessário fazer muito esforço. não recomendo.",1
"produto muito bom, uso para trabalho, atende minhas necessidades.",5
tv de alta qualidade e funções por um preço otimo.,4
muito boa a cafeteira. prática e bonita. o café fica pronto rapidinho. a entrega foi rápida e o produto em perfeito estado.,5
"chegou muito rápido, e o celular e perfeito, amei.",5
"adorei o produto. lindo, bem forte e entrega bem rápida!",5
"gostei muito do produto, entrega rápida e preço acessível.",5
faz o que promete... bom desempenho para aplicações diárias e jogos com bons gráficos.,4
custo benefício compatível. o produto atende bem às necessidades básicas.,4
"ótimo jogo, melhoria nos gráficos e em vários outros aspectos.",5
gostei do material e chegou bem antes da data prevista para entrega.,3
"adorei o celular, é excelente e foi além das minhas expectativas. no entanto, o serviço de entrega da loja não é eficiente pois paguei pela entrega rápida e recebi com o tempo da entrega normal.",5
bom aparelho me arisco a dizer que e melhor ate que algumas marcas já com o nome reconhecido.,5
"comprei para o quarto mas estou pensando em comprar para casa inteira, fica muito moderno! o atendimento da empresa lcg eletro também foi excelente! recomendo",5
"gente não compre pois a americanas e a rpm não tem compromisso com o consumidor. comprei aqui no site a cama veio com a pintura toda descascada, manchada. pedi a troca me mandaram outra pior. enfim um desrespeito total. deceocionada",1
gosto de tomar café expresso e gostei muito desta cafeteira,5
"pelo preço otimo produto, otima loja, compraria novamente com certeza no que for necessario",5
"celular elegante, e de extrema qualidade, a entrega demorou, mas a qualidade do produto fez valer a espera.",5
a impressora é boa mas tem um problema gravíssimo: o preço do toner é muito caro. caro demais se soubesse antes não teria comprado.,3
como vocês pedem avaliação de um produto que não foi entregue.,1
"não gostei ,por sinal fiz a devolução do produto. a tv liga sozinha e não consigo assistir netflix nem pelo navegador da tv, o único ponto positivo é o som.",1
"banquetas bonitas, feitas com material de qualidade, recomendo a compra.",4
"está dentro do que eu esperava, prático e fácil de usar.",3
excelente. superou minha expectativa. preço acessivel e muito bom o rendimento. melhor preço beneficio,5
"ótimo produto. recebi depois do prazo de entrega, porém fiquei muito satisfeita com o produto. de fácil limpeza.",5
produto muito bom. amei fazer minhas receitas na batedeira.,4
"acredito que para ser transportado via sedex, o produto deveria receber uma embalagem mais segura, talvez envolvendo a mesma em plástico bolha.",2
a empresa cumpriu o contrato integralmente principalmente com relação ao prazo. a entrega também funcionou com com importante autonomia.,5
"adorei o celular, estou arrasando com ele mas o melhor de tudo foi ter mamado o entregador <3",5
poder comprar a coleção por um preço mais em conta é uma opção excelente.,4
produto transmite bem mas qualquer coisa dá interferência. a imagem nunca fica estável.,2
excelente produto. muito satisfeita . recebo dentro do prazo. muito bom mesmo. gostei. parabéns,5
não recebi o produto e estou a uma semana aguardando o retorno sobre o problema que foi prometido pra 24h. total descaso!,1
"produto de boa qualidade, entrega o anunciado. fácil instalação e utilização, apenas o alarme de quando o cinto está sendo aberto que não funciona como deveria.",4
"ate hoje não recebi. pedi explicação pela demora no site, por 2 vezes e não me responderam.",1
excelente produto com boa entrega! recomendo! adorei!,5
"a compra no todo atendeu plenamente as minhas expectativas. o preço, informações, entrega dentro do prazo, qualidade do produto, enfim, recomento muito a compra pelo site das lojas americanas.",4
a boneca comprada veio com pequenos defeitos de tinta na pintura dos cabelos e dos olhos.,2
minha filha adorou. boa qualidade. entrega rápida tudo certo,5
"produto de qualidade, traz tudo o que está descrito, está funcionando muito bem, minhas dores em poucos dias tiveram melhora consideráveis., recomendo o produto para quem se interessar -- só tenho elogios!!!",5
"o projetor superou as expectativas, muito bom por um preço bem acessível.",5
"aparelho muito bom e bonito , perfórmace excelente",4
